1,1,1416.3,811.23,32.700000000000045,50.370000000000005,1,1,1.0
1,2,1361.24,785.24,42.23000000000002,48.73000000000002,1,1,1.0
1,3,1315.76,717.02,35.73000000000002,50.35000000000002,1,1,1.0
1,4,1271.9,713.77,38.98000000000002,48.73000000000002,1,1,1.0
1,5,1247.53,679.65,29.24000000000001,37.370000000000005,1,1,1.0
1,6,1213.42,642.29,38.99000000000001,40.610000000000014,1,1,1.0
1,7,1187.4,637.42,32.51999999999998,42.280000000000086,1,1,1.0
1,8,1190.68,552.95,37.3599999999999,48.74000000000001,1,1,1.0
1,9,1107.84,481.48,35.73000000000002,47.110000000000014,1,1,1.0
1,10,1023.37,500.97,34.110000000000014,43.860000000000014,1,1,1.0
1,11,968.14,483.11,40.610000000000014,47.10000000000002,1,1,1.0
1,12,921.04,671.53,37.360000000000014,45.49000000000001,1,1,1.0
1,13,901.54,679.65,29.24000000000001,37.370000000000005,1,1,1.0
1,14,995.76,743.01,29.230000000000018,30.860000000000014,1,1,1.0
1,15,1008.59,749.5,29.399999999999977,35.74000000000001,1,1,1.0
1,16,992.51,749.5,12.990000000000009,32.49000000000001,1,1,1.0
1,17,1021.75,820.97,25.99000000000001,34.120000000000005,1,1,1.0
1,18,1104.59,910.31,42.23000000000002,47.110000000000014,1,1,1.0
1,19,782.8,785.24,44.020000000000095,53.60000000000002,1,1,1.0
1,20,786.21,754.38,38.99000000000001,45.48000000000002,1,1,1.0
1,21,804.08,730.01,25.99000000000001,32.49000000000001,1,1,1.0
1,22,649.6,405.14,40.77999999999997,51.98000000000002,1,1,1.0
1,23,636.77,379.15,45.48000000000002,50.35000000000002,1,1,1.0
1,24,649.77,333.66,43.85000000000002,61.72999999999996,1,1,1.0
1,25,862.4,345.04,27.769999999999982,40.599999999999966,1,1,1.0
1,26,1060.73,234.6,47.069999999999936,25.97,1,1,1.0
1,27,870.52,73.77,40.76999999999998,51.980000000000004,1,1,1.0
1,28,894.88,52.65,44.01999999999998,40.61000000000001,1,1,1.0
1,29,709.71,0.67,35.889999999999986,30.86,1,1,1.0
1,30,730.82,0.67,34.27999999999997,29.24,1,1,1.0
1,31,647.98,889.2,34.26999999999998,40.6099999999999,1,1,1.0
1,32,617.28,881.08,35.74000000000001,48.729999999999905,1,1,1.0
1,33,659.35,872.95,27.779999999999973,38.99000000000001,1,1,1.0
1,34,623.78,847.0,35.72000000000003,25.950000000000045,1,1,1.0
1,35,641.48,843.72,32.64999999999998,25.99000000000001,1,1,1.0
1,36,524.53,717.02,39.14999999999998,43.85000000000002,1,1,1.0
1,37,589.5,757.62,31.029999999999973,29.24000000000001,1,1,1.0
1,38,537.52,619.55,29.399999999999977,27.620000000000005,1,1,1.0
1,39,552.14,601.69,34.25999999999999,35.70999999999992,1,1,1.0
1,40,466.21,476.61,25.99000000000001,37.360000000000014,1,1,1.0
1,41,349.26,299.55,42.23000000000002,42.24000000000001,1,1,1.0
1,42,292.24,1035.39,29.399999999999977,38.99000000000001,1,1,1.0
1,43,420.57,1035.39,29.400000000000034,34.1099999999999,1,1,1.0
1,44,105.44,933.06,29.400000000000006,32.48000000000002,1,1,1.0
1,45,73.1,952.5,42.2,47.10000000000002,1,1,1.0
1,46,12.85,0.0,44.019999999999996,34.78,1,1,1.0
2,1,1420.37,811.23,32.690000000000055,50.370000000000005,1,1,1.0
2,2,1369.36,786.86,42.23000000000002,48.73000000000002,1,1,1.0
2,3,1323.88,718.64,35.72999999999979,50.35000000000002,1,1,1.0
2,4,1276.77,718.64,38.99000000000001,48.73000000000002,1,1,1.0
2,5,1254.03,684.53,29.24000000000001,37.360000000000014,1,1,1.0
2,6,1216.67,642.29,38.98000000000002,40.610000000000014,1,1,1.0
2,7,1192.27,637.42,32.51999999999998,42.280000000000086,1,1,1.0
2,8,1195.55,556.2,37.36000000000013,48.74000000000001,1,1,1.0
2,9,1119.21,483.11,35.74000000000001,47.10000000000002,1,1,1.0
2,10,1031.49,502.6,34.1099999999999,43.860000000000014,1,1,1.0
2,11,974.64,483.11,40.610000000000014,47.10000000000002,1,1,1.0
2,12,925.37,671.53,37.360000000000014,45.49000000000001,1,1,1.0
2,13,906.42,676.45,32.48000000000002,43.809999999999945,1,1,1.0
2,14,999.0,743.0,39.0,35.700000000000045,1,1,1.0
2,15,1013.46,749.5,29.399999999999864,35.74000000000001,1,1,1.0
2,16,990.8,746.3,27.700000000000045,35.700000000000045,1,1,1.0
2,17,1021.75,824.2,43.84999999999991,29.299999999999955,1,1,1.0
2,18,1108.65,911.13,42.23000000000002,47.10000000000002,1,1,1.0
2,19,782.8,785.24,52.10000000000002,53.559999999999945,1,1,1.0
2,20,788.92,753.29,38.98000000000002,45.48000000000002,1,1,1.0
2,21,804.08,730.01,30.059999999999945,32.49000000000001,1,1,1.0
2,22,654.48,405.14,40.76999999999998,51.98000000000002,1,1,1.0
2,23,641.64,377.52,45.49000000000001,50.360000000000014,1,1,1.0
2,24,651.39,328.79,43.860000000000014,61.72999999999996,1,1,1.0
2,25,867.21,345.05,31.09999999999991,43.860000000000014,1,1,1.0
2,26,1060.73,237.78,45.47000000000003,22.77000000000001,1,1,1.0
2,27,873.77,72.14,40.76999999999998,51.980000000000004,1,1,1.0
2,28,904.63,54.27,44.01999999999998,40.60999999999999,1,1,1.0
2,29,706.46,0.67,35.889999999999986,30.86,1,1,1.0
2,30,734.07,0.0,34.27999999999997,28.28,1,1,1.0
2,31,647.98,889.2,42.41999999999996,42.19999999999993,1,1,1.0
2,32,618.09,880.81,35.74000000000001,48.73000000000002,1,1,1.0
2,33,665.85,876.2,27.769999999999982,38.99000000000001,1,1,1.0
2,34,615.67,848.62,42.200000000000045,37.299999999999955,1,1,1.0
2,35,641.48,845.34,40.819999999999936,32.49000000000001,1,1,1.0
2,36,527.78,721.92,42.370000000000005,47.07000000000005,1,1,1.0
2,37,597.6,759.3,32.60000000000002,29.200000000000045,1,1,1.0
2,38,537.52,616.3,40.77999999999997,39.0,1,1,1.0
